"co_prod"|"cod_parent"|"Nombre"|"presentacion"|"cont_rec"|"tipo_cont"|"dosis"|"cant_comp"|"cod_isp"|"vigencia"|"droga"|"grupo"|"temp"
2153|2152||"20 comp."|1|4|1|1|"'NULL'"|1|"(Prednisona)"||1
2154|0|"BERSEN 20 mg"||1|4|0|0|"'NULL'"|1|"(Prednisona)"|462|1
2155|2154||"20 comp."|1|4|1|1|"'NULL'"|1|"(Prednisona)"||1
2156|0|"BERSEN 2 mg/ml susp. �"||1|4|0|0|"'NULL'"|1|"(Prednisona)"|462|1
2157|2156||"60 ml"|1|4|35|6|"'NULL'"|1|"(Prednisona)"||1
2158|0|"BERSEN 20 mg/5 mL susp. �"||1|4|0|0|"'NULL'"|1|"(Prednisona)"|462|1
2159|2158||"60 ml"|1|4|35|6|"'NULL'"|1|"(Prednisona)"||1
2160|0|"BETAFERON �sol. inyect."||1|6|0|0|"'NULL'"|1|"(Interferon Beta 1B Humano) �"|310|1
2161|2160||"15 viales"|1|6|105|11|"'NULL'"|1|"(Interferon Beta 1B Humano) �"||1
2162|0|"BETACILINA 250 mg/ 5 mL"||1|6|0|0|"'NULL'"|1|"(Amoxicilina)"|59|1
2163|2162||"60 ml"|1|6|35|6|"'NULL'"|1|"(Amoxicilina)"||1
2164|0|"BELKYRA 20 mg/2 ml sol.inyect."||1|6|0|0|"'NULL'"|1|"(Ac Desoxicolico)"|0|2
2165|2164||"4 vilales 2 ml"|1|6|105|11|"'NULL'"|1|"(Ac Desoxicolico)"||2
2166|0|"BETAMETASONA 0.05% �ung."||1|6|0|0|"'NULL'"|1|"(Betametasona)"|86|1
2167|2166||"15 g."|1|6|135|48|"'NULL'"|1|"(Betametasona)"||1
2168|0|"BETAMETASONA 0.05% �crema"||1|6|0|0|"'NULL'"|1|"(Betametasona)"|86|1
2169|2168||"15 g"|1|6|135|48|"'NULL'"|1|"(Betametasona)"||1
2170|0|"BETAVOL inyect."||1|4|0|0|"'NULL'"|1|"(Betametasona Dipropionato + Sulfato)"|0|2
2171|2170||"1 amp"|1|4|90|17|"'NULL'"|1|"(Betametasona Dipropionato + Sulfato)"||2
2172|0|"BETAXOLOL sol.oft�lmica"||1|6|0|0|"'NULL'"|1|"(Betaxolol)"|89|2
2173|2172||"5 ml"|1|6|142|6|"'NULL'"|1|"(Betaxolol)"||2
2174|0|"BETIS 5 mg"||1|1|0|0|"'NULL'"|1|"(Clotiazepam)"|195|1
2175|2174||"10 comp."|1|1|1|1|"'NULL'"|1|"(Clotiazepam)"||1
2176|2174||"30 comp."|1|1|1|1|"'NULL'"|1|"(Clotiazepam)"||1
2177|0|"BETOPTIC sol.oft�lmica"||1|6|0|0|"'NULL'"|1|"(Betaxolol)"|89|2
2178|2177||"5 ml"|1|6|142|6|"'NULL'"|1|"(Betaxolol)"||2
2179|0|"BETOPTIC S sol.oft�lmica"||1|6|0|0|"'NULL'"|1|"(Betaxolol)"|89|2
2180|2179||"5 ml"|1|6|142|6|"'NULL'"|1|"(Betaxolol)"||2
2181|0|"BEVITEX �5 mg/mL gotas orales"||1|6|0|0|"'NULL'"|1|"(Pargeverina)"|443|1
2182|2181||"20 ml"|1|6|55|6|"'NULL'"|1|"(Pargeverina)"||1
2183|0|"BEVITEX COMPUESTO gotas"||1|6|0|0|"'NULL'"|1|"(Metamizol Magn�sico//Pargiverina)"|370|1
2184|2183||"30 ml"|1|6|55|6|"'NULL'"|1|"(Metamizol Magnesico//Pargeverina)"||1
2185|0|"BEVITEX FORTE 10 mg/mL gotas orales"||1|6|0|0|"'NULL'"|1|"(Pargeverina)"|443|1
2186|2185||"20 ml"|1|6|55|6|"'NULL'"|1|"(Pargeverina)"||1
2187|0|"BICARBONATO DE SODIO 5.6% sol.inyect."||1|6|0|0|"'NULL'"|1|"(Bicarbonato de Sodio)"|0|1
2188|2187||"50 amp"|1|6|90|17|"'NULL'"|1|"(Bicarbonato De Sodio)"||1
2189|0|"BICARBONATO DE SODIO"||1|7|0|0|"'NULL'"|1|"(Bicarbonato de Sodio)"|0|1
2190|2189||"1 unidad"|1|7|173|48|"'NULL'"|1|"(Bicarbonato De Sodio)"||1
2191|0|"BICAVAN 2.5 mg sol.inyect."||1|6|0|0|"'NULL'"|1|"(Bortezomib)"|95|2
2192|2191||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Bortezomib)"||2
2193|0|"BIFOSFATO DE POTASIO 15% �inyect."||1|6|0|0|"'NULL'"|1|"(Potasio Lufosfato)"|0|6
2194|2193||"5 amp"|1|6|90|17|"'NULL'"|1|"(Potasio Lufosfato)"||6
2195|0|"BILACTON"||1|7|0|0|"'NULL'"|1|"(Simeticona // Hidr�xido de Aluminio// Hidr�xido de Magnesio )"|0|1
2196|2195||"8 comp."|1|7|1|1|"'NULL'"|1|"(Simeticona // Hidr�xido de Aluminio// Hidr�xido de Magnesio )"||1
2197|2195||"24 comp."|1|7|1|1|"'NULL'"|1|"(Simeticona // Hidr�xido de Aluminio// Hidr�xido de Magnesio )"||1
2198|0|"BILATEN-D 16/12.5"||1|6|0|0|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"|123|2
2199|2198||"30 comp."|1|6|1|1|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"||2
2200|0|"BILAXIL granulado"||1|7|0|0|"'NULL'"|1|"(Ispaghula)"|0|2
2201|2200||"400 gr"|1|7|210|1|"'NULL'"|1|"(Ispaghula)"||2
2202|0|"BILIDREN 10 mg"||1|6|0|0|"'NULL'"|1|"(Bilastina)"|92|2
2203|2202||"30 comp."|1|6|1|1|"'NULL'"|1|"(Bilastina)"||2
2204|0|"BILIDREN 20 mg"||1|6|0|0|"'NULL'"|1|"(Bilastina)"|92|2
2205|2204||"30 comp."|1|6|1|1|"'NULL'"|1|"(Bilastina)"||2
2206|0|"BINAX 30 mg"||1|6|0|0|"'NULL'"|1|"(Duloxetina)"|171|1
2207|2206||"30 c�ps"|1|6|17|1|"'NULL'"|1|"(Duloxetina)"||1
2208|0|"BINAX 60 mg"||1|6|0|0|"'NULL'"|1|"(Duloxetina)"|171|1
2209|2208||"30 c�ps"|1|6|17|1|"'NULL'"|1|"(Duloxetina)"||1
2210|0|"BILIDREN 2.5 mg/ml sol. oral"||1|6|0|0|"'NULL'"|1|"(Bilastina)"|92|2
2211|2210||"120 ml"|1|6|35|6|"'NULL'"|1|"(Bilastina)"||2
2212|0|"BILIODIM 3.5 mg ��sol.inyect."||1|6|0|0|"'NULL'"|1|"(Bortezomib)"|95|2
2213|2212||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Bortezomib)"||2
2214|0|"BIKTARVY"||1|6|0|0|"'NULL'"|1|"(Bictegravir//Emtricitabina//Tenofovir Alafenamida Fumarato)"|0|2
2215|2214||"30 comp."|1|6|1|1|"'NULL'"|1|"(Bictegravir//Emtricitabina//Tenofovir Alafenamida Fumarato)"||2
2216|0|"BIOFERR HIERRO �62.5 mg/5 ml inyect."||1|6|0|0|"'NULL'"|1|"(Hierro Gluconato)"|287|3
2217|2216||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Hierro Gluconato)"||3
2218|2216||"2 fco amp"|1|6|105|29|"'NULL'"|1|"(Hierro Gluconato)"||3
2219|2216||"3 fco amp"|1|6|105|29|"'NULL'"|1|"(Hierro Gluconato)"||3
2220|0|"BIOGENOL"||1|6|0|0|"'NULL'"|1|"(Acido Ascorbico//Cobre Gluconato//Levadura Selenio//Retinol//Tocoferol//Zinc Gluconato)"|12|1
2221|2220||"30 c�ps"|1|6|17|1|"'NULL'"|1|"(Acido Ascorbico//Cobre Gluconato//Levadura Selenio//Retinol//Tocoferol//Zinc Gluconato)"||1
2222|0|"BIFONAZOL �1% crema"||1|6|0|0|"'NULL'"|1|"(Bifonazol)"|0|2
2223|2222||"100gr"|1|6|135|1|"'NULL'"|1|"(Bifonazol)"||2
2224|0|"BICOTEXIDA �50 mg"||1|6|0|0|"'NULL'"|1|"(Bicalutamida)"|91|2
2225|2224||"14 comp."|1|6|1|1|"'NULL'"|1|"(Bicalutamida)"||2
2226|0|"BIOGRIP FORTE D�A Y NOCHE"||1|6|0|0|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"|182|1
2227|2226||"15 comp."|1|6|1|1|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"||1
2228|0|"BIOGRIP FORTE jarabe"||1|6|0|0|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"|182|1
2229|2228||"100 ml"|1|6|35|6|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"||1
2230|0|"BIOGRIP FORTE comp."||1|6|0|0|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"|182|1
2231|2230||"15 comp."|1|6|1|1|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"||1
2232|0|"BIOINSUGEN - 30/70"||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|4
2233|2232||"10 ml"|1|6|233|1|"'NULL'"|1|"(Insulina)"||4
2234|0|"BIOINSUGEN-N"||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|4
2235|2234||"10 ml"|1|6|233|1|"'NULL'"|1|"(Insulina)"||4
2236|0|"BIOINSUGEN-R"||1|6|0|0|"'NULL'"|1|"(Insulina)"|308|4
2237|2236||"10 ml"|1|6|233|1|"'NULL'"|1|"(Insulina)"||4
2238|0|"BIOLACTUS"||1|7|0|0|"'NULL'"|1|"(Lactobacillus Casei)"|0|1
2239|2238||"12 c�ps"|1|7|17|1|"'NULL'"|1|"(Lactobacillus Casei)"||1
2240|0|"BIOLEV �50 mg"||1|6|0|0|"'NULL'"|1|"(Bicalutamida)"|91|2
2241|2240||"10 comp."|1|6|1|1|"'NULL'"|1|"(Bicalutamida)"||2
2242|2240||"100 comp."|1|6|1|1|"'NULL'"|1|"(Bicalutamida)"||2
2243|0|"BION 3 comp."||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2244|2243||"30 comp."|1|7|1|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2245|2243||"60 comp."|1|7|1|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2246|0|"BION 3 MINI"||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2247|2246||"30 comp."|1|7|1|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2248|0|"BION 3 SENIOR"||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2249|2248||"30 comp."|1|7|1|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2250|2248||"60 comp."|1|7|1|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2251|0|"BION ALLERGO"||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2252|2251||"30 c�ps"|1|7|17|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2253|0|"BION ALLERGO MASTICABLE"||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2254|2253||"30 comp."|1|7|1|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2255|0|"BION BB gotas"||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2256|2255||"1 fco para 21 d�as"|1|7|55|6|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2257|0|"BION INTIME c�ps."||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2258|2257||"20 c�ps"|1|7|17|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2259|0|"BION TRANSIT"||1|7|0|0|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"|0|2
2260|2259||"30 c�ps"|1|7|17|1|"'NULL'"|1|"(Probi�ticos, Vitaminas Y Minerales)"||2
2261|0|"BIOPSOL 0.25 mg"||1|6|0|0|"'NULL'"|1|"(Pramipexol)"|460|2
2262|2261||"30 comp."|1|6|1|1|"'NULL'"|1|"(Pramipexol)"||2
2263|0|"BIOPSOL 1 mg"||1|6|0|0|"'NULL'"|1|"(Pramipexol)"|460|2
2264|2263||"30 comp."|1|6|1|1|"'NULL'"|1|"(Pramipexol)"||2
2265|0|"BIOMICIN c�ps. vaginales 100 mg"||1|6|0|0|"'NULL'"|1|"(Clindamicina)"|163|2
2266|2265||"7 c�ps"|1|6|255|1|"'NULL'"|1|"(Clindamicina)"||2
2267|0|"BISBACTER 262 mg comp."||1|7|0|0|"'NULL'"|1|"(Subsalicilato de Bismuto) �"|0|2
2268|2267||"30 comp."|1|7|1|1|"'NULL'"|1|"(Subsalicilato De Bismuto) �"||2
2269|0|"BISBACTER 262 mg /15 ml susp. oral"||1|7|0|0|"'NULL'"|1|"(Subsalicilato de Bismuto) �"|0|2
2270|2269||"120 ml"|1|7|35|6|"'NULL'"|1|"(Subsalicilato De Bismuto) �"||2
2271|0|"BISKAM �100 mg/5 ml inyect."||1|6|0|0|"'NULL'"|1|"(Irinotecan)"|312|2
2272|2271||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Irinotecan)"||2
2273|0|"BLADURIL 200 mg"||1|6|0|0|"'NULL'"|1|"(Flavoxato)"|233|2
2274|2273||"20 comp."|1|6|1|1|"'NULL'"|1|"(Flavoxato)"||2
2275|0|"BLAUTRIM sol. inyect."||1|6|0|0|"'NULL'"|1|"(Filgrastim)"|230|5
2276|2275||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Filgrastim)"||5
2277|0|"BLAXITEC 20 mg comp."||1|6|0|0|"'NULL'"|1|"(Bilastina)"|92|2
2278|2277||"10 comp."|1|6|1|1|"'NULL'"|1|"(Bilastina)"||2
2279|0|"BLISSEL �0.005 % gel vaginal"||1|6|0|0|"'NULL'"|1|"(Estriol)"|199|1
2280|2279||"10 canulas"|1|6|250|1|"'NULL'"|1|"(Estriol)"||1
2281|0|"BLEOMICINA 15 U"||1|6|0|0|"'NULL'"|1|"(Bleomicina)"|0|8
2282|2281||"1 fco-amp"|1|6|105|29|"'NULL'"|1|"(Bleomicina)"||8
2283|0|"BLASTOFERON 22 mcg (6 M.U.I.) inyect."||1|6|0|0|"'NULL'"|1|"(Interferon Beta �1-A)"|309|5
2284|2283||"12 jeringas prellenadas"|1|6|165|1|"'NULL'"|1|"(Interferon Beta �1-A)"||5
2285|0|"BLISTEX crema labial medicada"||1|7|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|2
2286|2285||"6 gr"|1|7|200|48|"'NULL'"|1|"(Sin Informacion)"||2
2287|0|"BLISTEX FRUIT SMOOTHIES SPF 15 labial"||1|7|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|2
2288|2287||"6 gr"|1|7|200|48|"'NULL'"|1|"(Sin Informacion)"||2
2289|0|"BLISTEX RASPBERRY LEMONADE BLAST"||1|7|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|2
2290|2289||"6 gr"|1|7|200|48|"'NULL'"|1|"(Sin Informacion)"||2
2291|0|"BLISTIK (LINEA BLISTEX)"||1|7|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|2
2292|2291||"4.2 gr"|1|7|200|48|"'NULL'"|1|"(Sin Informacion)"||2
2293|0|"BLONAX 125 mg"||1|6|0|0|"'NULL'"|1|"(Clon IXinio)"|172|1
2294|2293||"10 comp."|1|6|1|1|"'NULL'"|1|"(Clonixinio)"||1
2295|0|"BLOX 8"||1|6|0|0|"'NULL'"|1|"(Candesartan)"|122|1
2296|2295||"30 comp."|1|6|1|1|"'NULL'"|1|"(Candesartan)"||1
2297|0|"BLOX 16"||1|6|0|0|"'NULL'"|1|"(Candesartan)"|122|1
2298|2297||"30 comp."|1|6|1|1|"'NULL'"|1|"(Candesartan)"||1
2299|0|"BLOX 32"||1|6|0|0|"'NULL'"|1|"(Candesartan)"|122|1
2300|2299||"30 comp."|1|6|1|1|"'NULL'"|1|"(Candesartan)"||1
2301|0|"BLOX-D 8/12.5"||1|6|0|0|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"|123|2
2302|2301||"30 comp."|1|6|1|1|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"||2
2303|0|"BLOX-D 16/12.5"||1|6|0|0|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"|123|2
2304|2303||"30 comp."|1|6|1|1|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"||2
2305|0|"BLOX-D 32/12.5"||1|6|0|0|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"|123|2
2306|2305||"30 comp."|1|6|1|1|"'NULL'"|1|"(Candesartan//Hidroclorotiazida)"||2
2307|0|"BONEZOL 4 mg �sol.inyect."||1|6|0|0|"'NULL'"|1|"(Acido Zolendr�nico)"|30|2
2308|2307||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Acido Zolendronico)"||2
2309|0|"BONDRONAT 6 mg/6 Ml �inyect."||1|6|0|0|"'NULL'"|1|"(Acido Ibandr�nico)"|23|2
2310|2309||"1 vial"|1|6|105|11|"'NULL'"|1|"(Acido Ibandr�nico)"||2
2311|0|"BONVIVA 150 mgs"||1|6|0|0|"'NULL'"|1|"(Acido Ibandr�nico)"|23|2
2312|2311||"1 comp."|1|6|1|1|"'NULL'"|1|"(Acido Ibandr�nico)"||2
2313|0|"BONVIVA intravenoso"||1|6|0|0|"'NULL'"|1|"(Acido Ibandr�nico)"|23|2
2314|2313||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Acido Ibandr�nico)"||2
2315|0|"BOOSTRIX VACUNA �inyect."||1|6|0|0|"'NULL'"|1|"(Vacuna Difteria T�tanos Y Pertussis)"|0|5
2316|2315||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Vacuna Difteria T�tanos Y Pertussis)"||5
2317|0|"BOZIX liofilizado para sol. inyect."||1|6|0|0|"'NULL'"|1|"(Bortezomib)"|95|2
2318|2317||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Bortezomib)"||2
2319|0|"BRAMEDIL gotas"||1|6|0|0|"'NULL'"|1|"(Pargeverina)"|443|1
2320|2319||"15 ml"|1|6|55|6|"'NULL'"|1|"(Pargeverina)"||1
2321|0|"BRECASTA �20 mg/ 0,5 ml"||1|6|0|0|"'NULL'"|1|"(Docetaxel)"|157|5
2322|2321||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Docetaxel)"||5
2323|0|"BRECASTA �80 mg/ 2 ml"||1|6|0|0|"'NULL'"|1|"(Docetaxel)"|157|5
2324|2323||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Docetaxel)"||5
2325|0|"BREVEX"||1|6|0|0|"'NULL'"|1|"(Clorzoxazona//Paracetamol)"|194|1
2326|2325||"20 comp."|1|6|1|1|"'NULL'"|1|"(Clorzoxazona//Paracetamol)"||1
2327|0|"BREXOTIDE LF 125/25 inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"|243|2
2328|2327||"60 dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"||2
2329|0|"BREXOTIDE LF 250/25 inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"|243|2
2330|2329||"120 �dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"||2
2331|0|"BREXOTIDE LF 50/25 inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"|243|2
2332|2331||"120 �dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"||2
2333|0|"BREXOVENT LF 125 mcg inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona Propionato)"|242|2
2334|2333||"120 �dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona Propionato)"||2
2335|0|"BREXOVENT LF 50 mcg inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona Propionato)"|242|2
2336|2335||"120 �dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona Propionato)"||2
2337|0|"BRIDION sol. inyect."||1|6|0|0|"'NULL'"|1|"(Sugammadex)"|0|2
2338|2337||"10 viales"|1|6|105|11|"'NULL'"|1|"(Sugammadex)"||2
2339|0|"BRILINTA 90 mg comp."||1|6|0|0|"'NULL'"|1|"(Ticagrelor)"|534|2
2340|2339||"30 comp."|1|6|1|1|"'NULL'"|1|"(Ticagrelor)"||2
2341|2339||"60 comp."|1|6|1|1|"'NULL'"|1|"(Ticagrelor)"||2
2342|0|"BRIMOF �0.2% sol. oft�lmica"||1|6|0|0|"'NULL'"|1|"(Brimonidina Tartrato)"|97|2
2343|2342||"10 ml"|1|6|142|6|"'NULL'"|1|"(Brimonidina Tartrato)"||2
2344|0|"BRIMOPRESS �0.2% sol.oft�lmica"||1|6|0|0|"'NULL'"|1|"(Brimonidina Tartrato)"|97|2
2345|2344||"5 ml"|1|6|142|6|"'NULL'"|1|"(Brimonidina Tartrato)"||2
2346|0|"BRIMOPRESS T sol. oft�lmica"||1|6|0|0|"'NULL'"|1|"(Brimonidina Tartrato//Timolol)"|0|2
2347|2346||"5 ml"|1|6|142|6|"'NULL'"|1|"(Brimonidina Tartrato//Timolol)"||2
2348|0|"BRINTELLIX �5 mg"||1|6|0|0|"'NULL'"|1|"(Vortioxetina)"|573|2
2349|2348||"14 comp."|1|6|1|1|"'NULL'"|1|"(Vortioxetina)"||2
2350|2348||"28 comp."|1|6|1|1|"'NULL'"|1|"(Vortioxetina)"||2
2351|0|"BRINTELLIX �10 mg"||1|6|0|0|"'NULL'"|1|"(Vortioxetina)"|573|2
2352|2351||"28 comp."|1|6|1|1|"'NULL'"|1|"(Vortioxetina)"||2
2353|0|"BRINTELLIX �15 mg"||1|6|0|0|"'NULL'"|1|"(Vortioxetina)"|573|2
2354|2353||"28 comp."|1|6|1|1|"'NULL'"|1|"(Vortioxetina)"||2
2355|0|"BRINTELLIX �20 mg"||1|6|0|0|"'NULL'"|1|"(Vortioxetina)"|573|2
2356|2355||"28 comp."|1|6|1|1|"'NULL'"|1|"(Vortioxetina)"||2
2357|0|"BRIXIA 0.05% sol.oftalmica"||1|6|0|0|"'NULL'"|1|"(Azelastina)"|77|2
2358|2357||"6 ml"|1|6|142|6|"'NULL'"|1|"(Azelastina)"||2
2359|0|"BRODIFAC 10 mg"||1|6|0|0|"'NULL'"|1|"(Ketorolaco Trometamol)"|319|1
2360|2359||"10 comp."|1|6|1|1|"'NULL'"|1|"(Ketorolaco Trometamol)"||1
2361|0|"BROKAST 60 mg/ 10 mL sol. oral"||1|6|0|0|"'NULL'"|1|"(Levodropropizina)"|333|1
2362|2361||"120 ml"|1|6|35|6|"'NULL'"|1|"(Levodropropizina)"||1
2363|0|"BROMAZEPAM 3 mg comp."||1|1|0|0|"'NULL'"|1|"(Broazepam)"|0|1
2364|2363||"30 comp."|1|1|1|1|"'NULL'"|1|"(Broazepam)"||1
2365|0|"BROMEX SF 25/125"||1|4|0|0|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"|243|2
2366|2365||"120 dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"||2
2367|0|"BROMEX SF 25/250"||1|4|0|0|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"|243|2
2368|2367||"120 dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona Propionato//Salmeterol)"||2
2369|0|"BROMFIN 8 mg/5mL jarabe"||1|6|0|0|"'NULL'"|1|"(Bromhexina)"|101|2
2370|2369||"100 ml"|1|6|35|6|"'NULL'"|1|"(Bromhexina)"||2
2371|0|"BISOLVON jarabe INFANTIL 4 mg/5 ml"||1|6|0|0|"'NULL'"|1|"(Bromhexina)"|101|2
2372|2371||"100 ml"|1|6|35|6|"'NULL'"|1|"(Bromhexina)"||2
2373|0|"BROMURO DE IPRATROPIO SF aerosol"||1|6|0|0|"'NULL'"|1|"(Bromuro de Ipatropio)"|103|2
2374|2373||"200 dosis"|1|6|178|1|"'NULL'"|1|"(Bromuro De Ipatropio)"||2
2375|0|"BRONCHALIS"||1|6|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|1
2376|2375||"50 comp."|1|6|1|1|"'NULL'"|1|"(Sin Informacion)"||1
2377|0|"BRONCODEINA"||1|5|0|0|"'NULL'"|1|"(Codeina//Efedrina//Extract de Belladona)"|0|1
2378|2377||"20 comp."|1|5|1|1|"'NULL'"|1|"(Codeina//Efedrina//Extract De Belladona)"||1
2379|0|"BRONCATOX"||1|6|0|0|"'NULL'"|1|"(Levodropropizina)"|333|2
2380|2379||"120 ml"|1|6|35|6|"'NULL'"|1|"(Levodropropizina)"||2
2381|0|"BRONCOT G.F.T. FORTE 15 mg/5 mL"||1|7|0|0|"'NULL'"|1|"(Ambroxol)"|46|2
2382|2381||"120 ml"|1|7|35|6|"'NULL'"|1|"(Ambroxol)"||2
2383|0|"BRONCOT G.F.T. 30 mg/5 mL"||1|7|0|0|"'NULL'"|1|"(Ambroxol)"|46|2
2384|2383||"120 ml"|1|7|35|6|"'NULL'"|1|"(Ambroxol)"||2
2385|0|"BRONCOT 7,5 mg/mL gotas"||1|7|0|0|"'NULL'"|1|"(Ambroxol)"|46|2
2386|2385||"30 ml"|1|7|55|6|"'NULL'"|1|"(Ambroxol)"||2
2387|0|"BRONCOTUSILAN ADULTO"||1|7|0|0|"'NULL'"|1|"(Carbociste�na)"|126|1
2388|2387||"120 ml"|1|7|35|6|"'NULL'"|1|"(Carbociste�na)"||1
2389|0|"BRONCOTUSILAN pedi�trico"||1|7|0|0|"'NULL'"|1|"(Carbociste�na)"|126|1
2390|2389||"120 ml"|1|7|35|6|"'NULL'"|1|"(Carbociste�na)"||1
2391|0|"BRONLIVAL 160/4.5 �inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
2392|2391||"120 dosis"|1|4|178|6|"'NULL'"|1|"(Budesonida// Formoterol)"||1
2393|0|"BRONTEC jarabe"||1|7|0|0|"'NULL'"|1|"(Hedera Hel IX)"|0|2
2394|2393||"100 ml"|1|7|35|6|"'NULL'"|1|"Hedera Helix)"||2
2395|0|"BISOLVON 8 mg/5mL jarabe ADULTOs"||1|7|0|0|"'NULL'"|1|"(Bromhexina)"|101|2
2396|2395||"100 ml"|1|7|35|6|"'NULL'"|1|"(Bromhexina)"||2
2397|0|"BUCOGERM"||1|7|0|0|"'NULL'"|1|"(Clorhexidina//Noscapina)"|0|1
2398|2397||"10 comp."|1|7|1|1|"'NULL'"|1|"(Clorhexidina//Noscapina)"||1
2399|0|"BUDASMAL SF aerosol 200 mcg"||1|4|0|0|"'NULL'"|1|"(Budesonida)"|107|1
2400|2399||"200 dosis"|1|4|178|6|"'NULL'"|1|"(Budesonida)"||1
2401|0|"BUDENOFALK 3 mg"||1|4|0|0|"'NULL'"|1|"(Budesonida)"|107|1
2402|2401||"30 c�ps"|1|4|17|1|"'NULL'"|1|"(Budesonida)"||1
2403|2401||"50 c�ps"|1|4|17|1|"'NULL'"|1|"(Budesonida)"||1
2404|2401||"100 c�ps"|1|4|17|1|"'NULL'"|1|"(Budesonida)"||1
2405|0|"BUPREDOL 150 mg"||1|4|0|0|"'NULL'"|1|"(Bupropi�n)"|110|1
2406|2405||"30 comp."|1|4|1|1|"'NULL'"|1|"(Bupropi�n)"||1
